f	power	dB
87.200001	0.000000	-97.613448
87.300001	0.000000	-97.657599
87.400001	0.000000	-97.701684
87.500001	0.000000	-97.745701
87.600001	0.000000	-97.789653
87.700001	0.000000	-97.833538
87.800001	0.000000	-97.877358
87.900001	0.000000	-97.921112
88.000001	0.000000	-97.964800
88.100001	0.000000	-98.008423
88.200001	0.000000	-98.051981
88.300001	0.000000	-98.095474
88.400001	0.000000	-98.138903
88.500001	0.000000	-98.182266
88.600001	0.000000	-98.225566
88.700001	0.000000	-98.268801
88.800001	0.000000	-98.311973
88.900001	0.000000	-98.355081
89.000001	0.000000	-98.398125
89.100001	0.000000	-98.441106
89.200001	0.000000	-98.484023
89.300001	0.000000	-98.526878
89.400001	0.000000	-98.569670
89.500001	0.000000	-98.612399
89.600001	0.000000	-98.655066
89.700001	0.000000	-98.697671
89.800001	0.000000	-98.740213
89.900001	0.000000	-98.782694
90.000001	0.000000	-98.825113
90.100001	0.000000	-98.867471
90.200001	0.000000	-98.909767
90.300001	0.000000	-98.952002
90.400001	0.000000	-98.994177
90.500001	0.000000	-99.036290
90.600001	0.000000	-99.078343
90.700001	0.000000	-99.120335
90.800001	0.000000	-99.162268
90.900001	0.000000	-99.204140
91.000001	0.000000	-99.245952
91.100001	0.000000	-99.287704
91.200001	0.000000	-99.329397
91.300001	0.000000	-99.371031
91.400001	0.000000	-99.412605
91.500001	0.000000	-99.454120
91.600001	0.000000	-99.495577
91.700001	0.000000	-99.536974
91.800001	0.000000	-99.578314
91.900001	0.000000	-99.619594
92.000001	0.000000	-99.660817
92.100001	0.000000	-99.701982
92.200001	0.000000	-99.743088
92.300001	0.000000	-99.784137
92.400001	0.000000	-99.825129
92.500001	0.000000	-99.866063
92.600001	0.000000	-99.906940
92.700001	0.000000	-99.947759
92.800001	0.000000	-99.988522
92.900001	0.000000	-100.029228
93.000001	0.000000	-100.069878
93.100001	0.000000	-100.110471
93.200001	0.000000	-100.151008
93.300001	0.000000	-100.191489
93.400001	0.000000	-100.231914
93.500001	0.000000	-100.272283
93.600001	0.000000	-100.312596
93.700001	0.000000	-100.352854
93.800001	0.000000	-100.393056
93.900001	0.000000	-100.433204
94.000001	0.000000	-100.473296
94.100001	0.000000	-100.513334
94.200001	0.000000	-100.553316
94.300001	0.000000	-100.593244
94.400001	0.000000	-100.633118
94.500001	0.000000	-100.672938
94.600001	0.000000	-100.712703
94.700001	0.000000	-100.752414
94.800001	0.000000	-100.792072
94.900001	0.000000	-100.831675
95.000001	0.000000	-100.871226
95.100001	0.000000	-100.910723
95.200001	0.000000	-100.950166
95.300001	0.000000	-100.989557
95.400001	0.000000	-101.028894
95.500001	0.000000	-101.068179
95.600001	0.000000	-101.107411
95.700001	0.000000	-101.146590
95.800001	0.000000	-101.185717
95.900001	0.000000	-101.224792
96.000001	0.000000	-101.263815
96.100001	0.000000	-101.302785
96.200001	0.000000	-101.341704
96.300001	0.000000	-101.380571
96.400001	0.000000	-101.419386
96.500001	0.000000	-101.458150
96.600001	0.000000	-101.496863
96.700001	0.000000	-101.535525
96.800001	0.000000	-101.574135
96.900001	0.000000	-101.612695
97.000001	0.000000	-101.651204
97.100001	0.000000	-101.689662
97.200001	0.000000	-101.728070
97.300001	0.000000	-101.766427
97.400001	0.000000	-101.804734
97.500001	0.000000	-101.842991
97.600001	0.000000	-101.881198
97.700001	0.000000	-101.919355
97.800001	0.000000	-101.957463
97.900001	0.000000	-101.995521
98.000001	0.000000	-102.033529
98.100001	0.000000	-102.071488
98.200001	0.000000	-102.109398
98.300001	0.000000	-102.147259
98.400001	0.000000	-102.185070
98.500001	0.000000	-102.222833
98.600001	0.000000	-102.260548
98.700001	0.000000	-102.298213
98.800001	0.000000	-102.335830
98.900001	0.000000	-102.373399
99.000001	0.000000	-102.410920
99.100001	0.000000	-102.448392
99.200001	0.000000	-102.485817
99.300001	0.000000	-102.523194
99.400001	0.000000	-102.560523
99.500001	0.000000	-102.597804
99.600001	0.000000	-102.635038
99.700001	0.000000	-102.672225
99.800001	0.000000	-102.709364
99.900001	0.000000	-102.746456
100.000001	0.000000	-102.783501
100.100001	0.000000	-102.820499
100.200001	0.000000	-102.857451
100.300001	0.000000	-102.894356
100.400001	0.000000	-102.931214
100.500001	0.000000	-102.968026
100.600001	0.000000	-103.004791
100.700002	0.000000	-103.041510
100.800002	0.000000	-103.078184
100.900002	0.000000	-103.114811
101.000002	0.000000	-103.151392
101.100002	0.000000	-103.187928
101.200002	0.000000	-103.224418
101.300002	0.000000	-103.260862
101.400002	0.000000	-103.297261
101.500002	0.000000	-103.333615
101.600002	0.000000	-103.369924
101.700002	0.000000	-103.406187
101.800002	0.000000	-103.442406
101.900002	0.000000	-103.478579
102.000002	0.000000	-103.514708
102.100002	0.000000	-103.550792
102.200002	0.000000	-103.586832
102.300002	0.000000	-103.622827
102.400002	0.000000	-103.658778
102.500002	0.000000	-103.694685
102.600002	0.000000	-103.730547
102.700002	0.000000	-103.766366
102.800002	0.000000	-103.802141
102.900002	0.000000	-103.837872
103.000002	0.000000	-103.873559
103.100002	0.000000	-103.909203
103.200002	0.000000	-103.944803
103.300002	0.000000	-103.980360
103.400002	0.000000	-104.015873
103.500002	0.000000	-104.051343
103.600002	0.000000	-104.086771
103.700002	0.000000	-104.122155
103.800002	0.000000	-104.157496
103.900002	0.000000	-104.192795
104.000002	0.000000	-104.228051
104.100002	0.000000	-104.263264
104.200002	0.000000	-104.298435
104.300002	0.000000	-104.333564
104.400002	0.000000	-104.368650
104.500002	0.000000	-104.403695
104.600002	0.000000	-104.438697
104.700002	0.000000	-104.473657
104.800002	0.000000	-104.508575
104.900002	0.000000	-104.543452
105.000002	0.000000	-104.578286
105.100002	0.000000	-104.613080
105.200002	0.000000	-104.647831
105.300002	0.000000	-104.682542
105.400002	0.000000	-104.717211
105.500002	0.000000	-104.751839
105.600002	0.000000	-104.786426
105.700002	0.000000	-104.820971
105.800002	0.000000	-104.855476
105.900002	0.000000	-104.889940
106.000002	0.000000	-104.924364
106.100002	0.000000	-104.958746
106.200002	0.000000	-104.993088
106.300002	0.000000	-105.027390
106.400002	0.000000	-105.061651
106.500002	0.000000	-105.095872
106.600002	0.000000	-105.130053
106.700002	0.000000	-105.164194
106.800002	0.000000	-105.198295
106.900002	0.000000	-105.232356
107.000002	0.000000	-105.266377
107.100002	0.000000	-105.300358
107.200002	0.000000	-105.334300
107.300002	0.000000	-105.368202
107.400002	0.000000	-105.402065
107.500002	0.000000	-105.435889
107.600002	0.000000	-105.469673
107.700002	0.000000	-105.503418
107.800002	0.000000	-105.537123
107.900002	0.000000	-105.570790
108.000002	0.000000	-105.604418
108.100002	0.000000	-105.638007
108.200002	0.000000	-105.671557
108.300002	0.000000	-105.705069
108.400002	0.000000	-105.738542
108.500002	0.000000	-105.771977
108.600002	0.000000	-105.805373
108.700002	0.000000	-105.838731
108.800002	0.000000	-105.872050
108.900002	0.000000	-105.905332
109.000002	0.000000	-105.938575
109.100002	0.000000	-105.971780
109.200002	0.000000	-106.004948
109.300002	0.000000	-106.038077
109.400002	0.000000	-106.071169
109.500002	0.000000	-106.104223
109.600002	0.000000	-106.137240
109.700002	0.000000	-106.170219
109.800002	0.000000	-106.203161
109.900002	0.000000	-106.236065
110.000002	0.000000	-106.268932
110.100002	0.000000	-106.301762
110.200002	0.000000	-106.334555
110.300002	0.000000	-106.367311
110.400002	0.000000	-106.400030
110.500002	0.000000	-106.432712
110.600002	0.000000	-106.465357
110.700002	0.000000	-106.497965
110.800002	0.000000	-106.530537
110.900002	0.000000	-106.563073
111.000002	0.000000	-106.595572
111.100002	0.000000	-106.628034
111.200002	0.000000	-106.660461
111.300002	0.000000	-106.692851
111.400002	0.000000	-106.725205
111.500002	0.000000	-106.757522
111.600002	0.000000	-106.789804
111.700002	0.000000	-106.822050
111.800002	0.000000	-106.854260
111.900002	0.000000	-106.886434
112.000002	0.000000	-106.918573
112.100002	0.000000	-106.950676
112.200002	0.000000	-106.982743
112.300002	0.000000	-107.014775
112.400002	0.000000	-107.046772
112.500002	0.000000	-107.078733
112.600002	0.000000	-107.110659
112.700002	0.000000	-107.142550
112.800002	0.000000	-107.174406
112.900002	0.000000	-107.206226
113.000002	0.000000	-107.238012
113.100002	0.000000	-107.269763
113.200002	0.000000	-107.301479
113.300002	0.000000	-107.333160
113.400002	0.000000	-107.364807
113.500002	0.000000	-107.396419
113.600002	0.000000	-107.427997
113.700002	0.000000	-107.459540
113.800002	0.000000	-107.491049
113.900002	0.000000	-107.522523
114.000002	0.000000	-107.553963
114.100002	0.000000	-107.585369
114.200002	0.000000	-107.616741
114.300002	0.000000	-107.648079
114.400002	0.000000	-107.679383
114.500002	0.000000	-107.710653
114.600002	0.000000	-107.741889
114.700002	0.000000	-107.773092
114.800002	0.000000	-107.804260
114.900002	0.000000	-107.835396
115.000002	0.000000	-107.866497
115.100002	0.000000	-107.897565
115.200002	0.000000	-107.928600
115.300002	0.000000	-107.959602
115.400002	0.000000	-107.990570
115.500002	0.000000	-108.021505
115.600002	0.000000	-108.052407
115.700002	0.000000	-108.083275
115.800002	0.000000	-108.114111
115.900002	0.000000	-108.144914
116.000002	0.000000	-108.175684
116.100002	0.000000	-108.206421
116.200002	0.000000	-108.237125
116.300002	0.000000	-108.267797
116.400002	0.000000	-108.298436
116.500002	0.000000	-108.329043
116.600002	0.000000	-108.359617
116.700002	0.000000	-108.390158
116.800002	0.000000	-108.420668
116.900002	0.000000	-108.451145
117.000002	0.000000	-108.481589
117.100002	0.000000	-108.512002
117.200002	0.000000	-108.542383
117.300002	0.000000	-108.572731
117.400002	0.000000	-108.603048
117.500002	0.000000	-108.633332
117.600002	0.000000	-108.663585
117.700002	0.000000	-108.693806
117.800002	0.000000	-108.723995
117.900002	0.000000	-108.754153
118.000002	0.000000	-108.784279
118.100002	0.000000	-108.814373
118.200002	0.000000	-108.844436
118.300002	0.000000	-108.874468
118.400002	0.000000	-108.904468
118.500002	0.000000	-108.934437
118.600002	0.000000	-108.964375
118.700002	0.000000	-108.994281
118.800002	0.000000	-109.024157
118.900002	0.000000	-109.054001
119.000002	0.000000	-109.083815
119.100002	0.000000	-109.113597
119.200002	0.000000	-109.143349
119.300002	0.000000	-109.173069
119.400002	0.000000	-109.202759
119.500002	0.000000	-109.232419
119.600002	0.000000	-109.262048
119.700002	0.000000	-109.291646
119.800002	0.000000	-109.321213
119.900002	0.000000	-109.350751
120.000002	0.000000	-109.380257
120.100002	0.000000	-109.409734
120.200002	0.000000	-109.439180
120.300002	0.000000	-109.468596
120.400002	0.000000	-109.497982
120.500002	0.000000	-109.527338
120.600002	0.000000	-109.556663
120.700002	0.000000	-109.585959
120.800002	0.000000	-109.615224
120.900002	0.000000	-109.644460
121.000002	0.000000	-109.673666
121.100002	0.000000	-109.702842
121.200002	0.000000	-109.731989
121.300002	0.000000	-109.761106
121.400002	0.000000	-109.790193
121.500002	0.000000	-109.819251
121.600002	0.000000	-109.848279
121.700002	0.000000	-109.877278
121.800002	0.000000	-109.906247
121.900002	0.000000	-109.935187
122.000002	0.000000	-109.964098
122.100002	0.000000	-109.992980
122.200002	0.000000	-110.021832
122.300002	0.000000	-110.050655
122.400002	0.000000	-110.079450
122.500002	0.000000	-110.108215
122.600002	0.000000	-110.136951
122.700002	0.000000	-110.165659
122.800002	0.000000	-110.194337
122.900002	0.000000	-110.222987
123.000002	0.000000	-110.251608
123.100002	0.000000	-110.280200
123.200002	0.000000	-110.308764
123.300002	0.000000	-110.337299
123.400002	0.000000	-110.365806
123.500002	0.000000	-110.394284
123.600002	0.000000	-110.422734
123.700002	0.000000	-110.451155
123.800002	0.000000	-110.479548
123.900002	0.000000	-110.507913
124.000002	0.000000	-110.536250
124.100002	0.000000	-110.564558
124.200002	0.000000	-110.592839
124.300002	0.000000	-110.621091
124.400002	0.000000	-110.649315
124.500002	0.000000	-110.677512
124.600002	0.000000	-110.705680
124.700002	0.000000	-110.733821
124.800002	0.000000	-110.761933
124.900002	0.000000	-110.790018
125.000002	0.000000	-110.818076
125.100002	0.000000	-110.846105
125.200002	0.000000	-110.874107
125.300002	0.000000	-110.902082
125.400002	0.000000	-110.930029
125.500002	0.000000	-110.957948
125.600002	0.000000	-110.985841
125.700002	0.000000	-111.013705
125.800002	0.000000	-111.041543
125.900002	0.000000	-111.069353
126.000002	0.000000	-111.097136
126.100002	0.000000	-111.124892
126.200002	0.000000	-111.152620
126.300002	0.000000	-111.180322
126.400002	0.000000	-111.207997
126.500002	0.000000	-111.235644
126.600002	0.000000	-111.263265
126.700002	0.000000	-111.290859
126.800002	0.000000	-111.318426
126.900002	0.000000	-111.345966
127.000002	0.000000	-111.373480
127.100002	0.000000	-111.400967
127.200002	0.000000	-111.428427
127.300002	0.000000	-111.455860
127.400002	0.000000	-111.483267
127.500002	0.000000	-111.510648
127.600002	0.000000	-111.538002
127.700002	0.000000	-111.565330
127.800002	0.000000	-111.592631
127.900002	0.000000	-111.619906
128.000002	0.000000	-111.647155
128.100002	0.000000	-111.674377
128.200002	0.000000	-111.701573
128.300002	0.000000	-111.728744
128.400002	0.000000	-111.755888
128.500002	0.000000	-111.783006
128.600002	0.000000	-111.810098
128.700002	0.000000	-111.837164
128.800002	0.000000	-111.864204
128.900002	0.000000	-111.891219
129.000002	0.000000	-111.918207
129.100002	0.000000	-111.945170
129.200002	0.000000	-111.972107
129.300002	0.000000	-111.999018
129.400002	0.000000	-112.025904
129.500002	0.000000	-112.052764
129.600002	0.000000	-112.079599
129.700002	0.000000	-112.106408
129.800002	0.000000	-112.133191
129.900002	0.000000	-112.159949
130.000002	0.000000	-112.186682
130.100002	0.000000	-112.213390
130.200002	0.000000	-112.240072
130.300002	0.000000	-112.266729
130.400002	0.000000	-112.293360
130.500002	0.000000	-112.319967
130.600002	0.000000	-112.346548
130.700002	0.000000	-112.373104
130.800002	0.000000	-112.399636
130.900002	0.000000	-112.426142
131.000002	0.000000	-112.452623
131.100002	0.000000	-112.479080
131.200002	0.000000	-112.505511
131.300002	0.000000	-112.531918
131.400002	0.000000	-112.558300
131.500002	0.000000	-112.584657
131.600002	0.000000	-112.610990
131.700002	0.000000	-112.637298
131.800002	0.000000	-112.663581
131.900002	0.000000	-112.689839
132.000002	0.000000	-112.716073
132.100002	0.000000	-112.742283
132.200002	0.000000	-112.768468
132.300002	0.000000	-112.794629
132.400002	0.000000	-112.820765
132.500002	0.000000	-112.846877
132.600002	0.000000	-112.872965
132.700002	0.000000	-112.899029
132.800002	0.000000	-112.925068
132.900002	0.000000	-112.951083
133.000002	0.000000	-112.977074
133.100002	0.000000	-113.003041
133.200002	0.000000	-113.028983
133.300002	0.000000	-113.054902
133.400002	0.000000	-113.080797
133.500002	0.000000	-113.106668
133.600002	0.000000	-113.132515
133.700002	0.000000	-113.158338
133.800002	0.000000	-113.184137
133.900002	0.000000	-113.209913
134.000002	0.000000	-113.235665
134.100002	0.000000	-113.261393
134.200002	0.000000	-113.287097
134.300002	0.000000	-113.312778
134.400002	0.000000	-113.338435
134.500002	0.000000	-113.364069
134.600002	0.000000	-113.389679
134.700002	0.000000	-113.415266
134.800002	0.000000	-113.440829
134.900002	0.000000	-113.466369
135.000002	0.000000	-113.491885
135.100002	0.000000	-113.517379
135.200002	0.000000	-113.542848
135.300002	0.000000	-113.568295
135.400002	0.000000	-113.593719
135.500002	0.000000	-113.619119
135.600002	0.000000	-113.644496
135.700002	0.000000	-113.669850
135.800002	0.000000	-113.695181
135.900002	0.000000	-113.720489
136.000002	0.000000	-113.745774
136.100002	0.000000	-113.771036
136.200002	0.000000	-113.796275
136.300002	0.000000	-113.821491
136.400002	0.000000	-113.846685
136.500002	0.000000	-113.871855
136.600002	0.000000	-113.897003
136.700002	0.000000	-113.922128
136.800002	0.000000	-113.947231
136.900002	0.000000	-113.972311
137.000002	0.000000	-113.997368
137.100002	0.000000	-114.022402
137.200002	0.000000	-114.047414
137.300002	0.000000	-114.072404
137.400002	0.000000	-114.097371
137.500002	0.000000	-114.122315
137.600002	0.000000	-114.147238
137.700002	0.000000	-114.172137
137.800002	0.000000	-114.197015
137.900002	0.000000	-114.221870
138.000002	0.000000	-114.246703
138.100002	0.000000	-114.271514
138.200002	0.000000	-114.296302
138.300002	0.000000	-114.321068
138.400002	0.000000	-114.345812
138.500002	0.000000	-114.370535
138.600002	0.000000	-114.395235
138.700002	0.000000	-114.419913
138.800002	0.000000	-114.444569
138.900002	0.000000	-114.469203
139.000002	0.000000	-114.493815
139.100002	0.000000	-114.518405
139.200002	0.000000	-114.542973
139.300002	0.000000	-114.567520
139.400002	0.000000	-114.592045
139.500002	0.000000	-114.616548
139.600002	0.000000	-114.641029
139.700002	0.000000	-114.665488
139.800002	0.000000	-114.689926
139.900002	0.000000	-114.714343
140.000002	0.000000	-114.738737
140.100002	0.000000	-114.763111
140.200002	0.000000	-114.787462
140.300002	0.000000	-114.811792
140.400002	0.000000	-114.836101
140.500002	0.000000	-114.860388
140.600002	0.000000	-114.884654
140.700002	0.000000	-114.908899
140.800002	0.000000	-114.933122
140.900002	0.000000	-114.957324
141.000002	0.000000	-114.981505
141.100002	0.000000	-115.005664
141.200002	0.000000	-115.029802
141.300002	0.000000	-115.053920
141.400002	0.000000	-115.078015
141.500002	0.000000	-115.102090
141.600002	0.000000	-115.126144
141.700002	0.000000	-115.150177
141.800002	0.000000	-115.174189
141.900002	0.000000	-115.198179
142.000002	0.000000	-115.222149
142.100002	0.000000	-115.246098
142.200002	0.000000	-115.270026
142.300002	0.000000	-115.293933
142.400002	0.000000	-115.317820
142.500002	0.000000	-115.341686
142.600002	0.000000	-115.365530
142.700002	0.000000	-115.389355
142.800002	0.000000	-115.413158
142.900002	0.000000	-115.436941
143.000002	0.000000	-115.460703
143.100002	0.000000	-115.484445
143.200002	0.000000	-115.508166
143.300002	0.000000	-115.531866
143.400002	0.000000	-115.555546
143.500002	0.000000	-115.579205
143.600002	0.000000	-115.602845
143.700002	0.000000	-115.626463
143.800002	0.000000	-115.650061
143.900002	0.000000	-115.673639
144.000002	0.000000	-115.697197
144.100002	0.000000	-115.720734
144.200002	0.000000	-115.744251
144.300002	0.000000	-115.767748
144.400002	0.000000	-115.791224
144.500002	0.000000	-115.814681
144.600002	0.000000	-115.838117
144.700002	0.000000	-115.861533
144.800002	0.000000	-115.884929
144.900002	0.000000	-115.908305
145.000002	0.000000	-115.931661
145.100002	0.000000	-115.954997
145.200002	0.000000	-115.978313
145.300002	0.000000	-116.001609
145.400002	0.000000	-116.024885
145.500002	0.000000	-116.048142
145.600002	0.000000	-116.071378
145.700002	0.000000	-116.094595
145.800002	0.000000	-116.117792
145.900002	0.000000	-116.140969
146.000002	0.000000	-116.164126
146.100002	0.000000	-116.187263
146.200002	0.000000	-116.210381
146.300002	0.000000	-116.233480
146.400002	0.000000	-116.256558
146.500002	0.000000	-116.279617
146.600002	0.000000	-116.302657
146.700002	0.000000	-116.325677
146.800002	0.000000	-116.348677
146.900002	0.000000	-116.371658
147.000002	0.000000	-116.394619
147.100002	0.000000	-116.417562
147.200002	0.000000	-116.440484
147.300002	0.000000	-116.463387
147.400002	0.000000	-116.486271
147.500002	0.000000	-116.509136
147.600002	0.000000	-116.531981
147.700002	0.000000	-116.554807
147.800002	0.000000	-116.577614
147.900002	0.000000	-116.600402
148.000002	0.000000	-116.623170
148.100002	0.000000	-116.645920
148.200002	0.000000	-116.668650
148.300002	0.000000	-116.691361
148.400002	0.000000	-116.714053
148.500002	0.000000	-116.736726
148.600002	0.000000	-116.759380
148.700002	0.000000	-116.782015
148.800002	0.000000	-116.804631
148.900002	0.000000	-116.827228
149.000002	0.000000	-116.849806
149.100002	0.000000	-116.872365
149.200002	0.000000	-116.894906
149.300002	0.000000	-116.917427
149.400002	0.000000	-116.939930
149.500002	0.000000	-116.962414
149.600002	0.000000	-116.984880
149.700002	0.000000	-117.007326
149.800002	0.000000	-117.029754
149.900002	0.000000	-117.052163
150.000002	0.000000	-117.074554
150.100002	0.000000	-117.096926
150.200002	0.000000	-117.119279
150.300002	0.000000	-117.141614
150.400002	0.000000	-117.163930
150.500002	0.000000	-117.186227
150.600002	0.000000	-117.208507
150.700002	0.000000	-117.230767
150.800002	0.000000	-117.253010
150.900002	0.000000	-117.275234
151.000002	0.000000	-117.297439
151.100002	0.000000	-117.319626
151.200002	0.000000	-117.341795
151.300002	0.000000	-117.363946
151.400002	0.000000	-117.386078
151.500002	0.000000	-117.408192
151.600002	0.000000	-117.430287
151.700002	0.000000	-117.452365
151.800002	0.000000	-117.474424
151.900002	0.000000	-117.496465
152.000002	0.000000	-117.518488
152.100002	0.000000	-117.540493
152.200002	0.000000	-117.562480
152.300002	0.000000	-117.584449
152.400002	0.000000	-117.606399
152.500002	0.000000	-117.628332
152.600002	0.000000	-117.650247
152.700002	0.000000	-117.672144
152.800002	0.000000	-117.694022
152.900002	0.000000	-117.715883
153.000002	0.000000	-117.737726
153.100002	0.000000	-117.759551
153.200002	0.000000	-117.781359
153.300002	0.000000	-117.803148
153.400002	0.000000	-117.824920
153.500002	0.000000	-117.846674
153.600002	0.000000	-117.868410
153.700002	0.000000	-117.890128
153.800002	0.000000	-117.911829
153.900002	0.000000	-117.933512
154.000002	0.000000	-117.955178
154.100002	0.000000	-117.976825
154.200002	0.000000	-117.998456
154.300002	0.000000	-118.020068
154.400002	0.000000	-118.041663
154.500002	0.000000	-118.063241
154.600002	0.000000	-118.084801
154.700002	0.000000	-118.106343
154.800002	0.000000	-118.127868
154.900002	0.000000	-118.149376
155.000002	0.000000	-118.170866
155.100002	0.000000	-118.192339
155.200002	0.000000	-118.213795
155.300002	0.000000	-118.235233
155.400002	0.000000	-118.256654
155.500002	0.000000	-118.278057
155.600002	0.000000	-118.299443
155.700002	0.000000	-118.320812
155.800002	0.000000	-118.342164
155.900002	0.000000	-118.363498
156.000002	0.000000	-118.384816
156.100002	0.000000	-118.406116
156.200002	0.000000	-118.427399
156.300002	0.000000	-118.448665
156.400002	0.000000	-118.469914
156.500002	0.000000	-118.491146
156.600002	0.000000	-118.512360
156.700002	0.000000	-118.533558
156.800002	0.000000	-118.554739
156.900002	0.000000	-118.575902
157.000002	0.000000	-118.597049
157.100002	0.000000	-118.618179
157.200002	0.000000	-118.639292
157.300002	0.000000	-118.660388
157.400002	0.000000	-118.681467
157.500002	0.000000	-118.702529
157.600002	0.000000	-118.723574
157.700002	0.000000	-118.744603
157.800002	0.000000	-118.765615
157.900002	0.000000	-118.786610
158.000002	0.000000	-118.807588
158.100002	0.000000	-118.828550
158.200002	0.000000	-118.849495
158.300002	0.000000	-118.870423
158.400002	0.000000	-118.891335
158.500002	0.000000	-118.912230
158.600002	0.000000	-118.933108
158.700002	0.000000	-118.953970
158.800002	0.000000	-118.974815
158.900002	0.000000	-118.995644
159.000002	0.000000	-119.016456
159.100002	0.000000	-119.037251
159.200002	0.000000	-119.058031
159.300002	0.000000	-119.078793
159.400002	0.000000	-119.099540
159.500002	0.000000	-119.120269
159.600002	0.000000	-119.140983
159.700002	0.000000	-119.161680
159.800002	0.000000	-119.182360
159.900002	0.000000	-119.203025
160.000002	0.000000	-119.223673
160.100002	0.000000	-119.244305
160.200002	0.000000	-119.264920
160.300002	0.000000	-119.285519
160.400002	0.000000	-119.306102
160.500002	0.000000	-119.326669
160.600002	0.000000	-119.347220
160.700002	0.000000	-119.367754
160.800002	0.000000	-119.388272
160.900002	0.000000	-119.408774
161.000002	0.000000	-119.429261
161.100002	0.000000	-119.449730
161.200002	0.000000	-119.470184
161.300002	0.000000	-119.490622
161.400002	0.000000	-119.511044
161.500002	0.000000	-119.531450
161.600002	0.000000	-119.551840
161.700002	0.000000	-119.572213
161.800002	0.000000	-119.592571
161.900002	0.000000	-119.612913
162.000002	0.000000	-119.633239
162.100002	0.000000	-119.653550
162.200002	0.000000	-119.673844
162.300002	0.000000	-119.694122
162.400002	0.000000	-119.714385
162.500002	0.000000	-119.734632
162.600002	0.000000	-119.754863
162.700002	0.000000	-119.775078
162.800002	0.000000	-119.795278
162.900002	0.000000	-119.815461
163.000002	0.000000	-119.835630
163.100002	0.000000	-119.855782
163.200002	0.000000	-119.875919
163.300002	0.000000	-119.896040
163.400002	0.000000	-119.916145
163.500002	0.000000	-119.936235
163.600002	0.000000	-119.956309
163.700002	0.000000	-119.976368
163.800002	0.000000	-119.996411
163.900002	0.000000	-120.016439
164.000002	0.000000	-120.036451
164.100002	0.000000	-120.056447
164.200002	0.000000	-120.076428
164.300002	0.000000	-120.096394
164.400002	0.000000	-120.116344
164.500002	0.000000	-120.136279
164.600002	0.000000	-120.156198
164.700002	0.000000	-120.176102
164.800002	0.000000	-120.195991
164.900002	0.000000	-120.215864
165.000002	0.000000	-120.235722
165.100002	0.000000	-120.255565
165.200002	0.000000	-120.275392
165.300002	0.000000	-120.295204
165.400002	0.000000	-120.315001
165.500002	0.000000	-120.334783
165.600002	0.000000	-120.354549
165.700002	0.000000	-120.374301
165.800002	0.000000	-120.394037
165.900002	0.000000	-120.413757
166.000002	0.000000	-120.433463
166.100002	0.000000	-120.453154
166.200002	0.000000	-120.472829
166.300002	0.000000	-120.492490
166.400002	0.000000	-120.512135
166.500002	0.000000	-120.531765
166.600002	0.000000	-120.551381
166.700002	0.000000	-120.570981
166.800002	0.000000	-120.590566
166.900002	0.000000	-120.610136
167.000002	0.000000	-120.629692
167.100002	0.000000	-120.649232
167.200002	0.000000	-120.668758
167.300002	0.000000	-120.688268
167.400002	0.000000	-120.707764
167.500002	0.000000	-120.727245
167.600002	0.000000	-120.746711
167.700002	0.000000	-120.766162
167.800003	0.000000	-120.785598
167.900003	0.000000	-120.805020
168.000003	0.000000	-120.824426
168.100003	0.000000	-120.843818
168.200003	0.000000	-120.863196
168.300003	0.000000	-120.882558
168.400003	0.000000	-120.901906
168.500003	0.000000	-120.921239
168.600003	0.000000	-120.940557
168.700003	0.000000	-120.959861
168.800003	0.000000	-120.979150
168.900003	0.000000	-120.998425
169.000003	0.000000	-121.017685
169.100003	0.000000	-121.036930
169.200003	0.000000	-121.056161
169.300003	0.000000	-121.075377
169.400003	0.000000	-121.094579
169.500003	0.000000	-121.113766
169.600003	0.000000	-121.132938
169.700003	0.000000	-121.152097
169.800003	0.000000	-121.171240
169.900003	0.000000	-121.190369
170.000003	0.000000	-121.209484
170.100003	0.000000	-121.228585
170.200003	0.000000	-121.247671
170.300003	0.000000	-121.266742
170.400003	0.000000	-121.285799
170.500003	0.000000	-121.304842
170.600003	0.000000	-121.323871
170.700003	0.000000	-121.342885
170.800003	0.000000	-121.361885
170.900003	0.000000	-121.380871
171.000003	0.000000	-121.399842
171.100003	0.000000	-121.418799
171.200003	0.000000	-121.437742
171.300003	0.000000	-121.456671
171.400003	0.000000	-121.475585
171.500003	0.000000	-121.494485
171.600003	0.000000	-121.513372
171.700003	0.000000	-121.532244
171.800003	0.000000	-121.551101
171.900003	0.000000	-121.569945
172.000003	0.000000	-121.588775
172.100003	0.000000	-121.607590
172.200003	0.000000	-121.626392
172.300003	0.000000	-121.645179
172.400003	0.000000	-121.663953
172.500003	0.000000	-121.682712
172.600003	0.000000	-121.701457
172.700003	0.000000	-121.720189
172.800003	0.000000	-121.738906
172.900003	0.000000	-121.757609
173.000003	0.000000	-121.776299
173.100003	0.000000	-121.794974
173.200003	0.000000	-121.813636
173.300003	0.000000	-121.832284
173.400003	0.000000	-121.850918
173.500003	0.000000	-121.869538
173.600003	0.000000	-121.888144
173.700003	0.000000	-121.906736
173.800003	0.000000	-121.925315
173.900003	0.000000	-121.943880
174.000003	0.000000	-121.962431
174.100003	0.000000	-121.980968
174.200003	0.000000	-121.999491
174.300003	0.000000	-122.018001
174.400003	0.000000	-122.036497
174.500003	0.000000	-122.054979
